ae_mean,ae_var,rmse_mean,rmse_var,cf_mean,cf_var,zcr_mean,zcr_var,ber_mean,ber_var,sc_mean,sc_var,sb_mean,sb_var,sf_mean,sf_var,label
(0.2600384056568146+0j),(0.02114252559840679+0j),(0.08400028198957443+0j),(0.002405355218797922+0j),(3.4351441860198975+0j),(0.5743599534034729+0j),(292.1000061035156+0j),(28241.05859375+0j),(-16.574106216430664+28.555635452270508j),(64176.7109375+0j),(248.59146118164062+9.203248023986816j),(145437.96875+0j),(215.03591918945312+15.505590438842773j),(46104.4765625+0j),(35.89372253417969+62.129642486572266j),(640243.9375+0j),0
(0.2380744367837906+0j),(0.01905278116464615+0j),(0.0870755985379219+0j),(0.002787116914987564+0j),(3.0535950660705566+0j),(0.7405961751937866+0j),(175.515380859375+0j),(20071.21875+0j),(-46.9862060546875-46.741905212402344j),(2348460.25+0j),(134.5263671875+44.635746002197266j),(172874.28125+0j),(186.35211181640625-8.28270435333252j),(58514.59375+0j),(1.999169945716858+16.8303279876709j),(431843.75+0j),0
(0.2371523380279541+0j),(0.01885753870010376+0j),(0.07977809011936188+0j),(0.0023675428237766027+0j),(3.267009973526001+0j),(0.769416332244873+0j),(243.72308349609375+0j),(29108.4765625+0j),(-25.42597007751465+6.807538032531738j),(132999.484375+0j),(261.5872497558594-18.260169982910156j),(171102.3125+0j),(217.13282775878906+14.848516464233398j),(76184.2421875+0j),(24.301969528198242-8.7167387008667j),(393063.53125+0j),0
(0.30614951252937317+0j),(0.01781560853123665+0j),(0.10327038913965225+0j),(0.002363522769883275+0j),(3.289499044418335+0j),(0.4676014184951782+0j),(275.8307800292969+0j),(23994.263671875+0j),(18.53725814819336-3.887514591217041j),(75354.609375+0j),(174.9056854248047-32.67244338989258j),(217322.5625+0j),(213.91415405273438-18.973196029663086j),(70616.859375+0j),(-31.663415908813477+9.6174955368042j),(1446447.5+0j),0
(0.28667086362838745+0j),(0.01391572318971157+0j),(0.09898509085178375+0j),(0.00212686974555254+0j),(3.1281652450561523+0j),(0.35706397891044617+0j),(210.10000610351562+0j),(26691.244140625+0j),(-26.29949951171875+4.623951435089111j),(106208.328125+0j),(162.2307586669922-33.20547866821289j),(134928.53125+0j),(192.17918395996094-4.1386566162109375j),(60499.984375+0j),(11.205970764160156+42.27574920654297j),(298553+0j),0
(0.29583999514579773+0j),(0.016963250935077667+0j),(0.10223843157291412+0j),(0.002252370584756136+0j),(3.0485928058624268+0j),(0.39465588331222534+0j),(220.46923828125+0j),(42729.37109375+0j),(-8.756739616394043-62.18832015991211j),(3135163+0j),(148.9801788330078-1.646659016609192j),(246723.6875+0j),(201.78468322753906-26.173137664794922j),(143865.1875+0j),(44.61534118652344+47.58756637573242j),(794932.0625+0j),0
(0.2545088529586792+0j),(0.022861778736114502+0j),(0.0887984111905098+0j),(0.003487283829599619+0j),(3.3034281730651855+0j),(0.8104089498519897+0j),(217.64614868164062+0j),(16642.55078125+0j),(-8.5454683303833-1.9009543657302856j),(9455.7607421875+0j),(208.72691345214844+26.393157958984375j),(667488.6875+0j),(225.4615020751953-47.35924530029297j),(255351.953125+0j),(12.955333709716797-39.9100456237793j),(714868.625+0j),0
(0.30662912130355835+0j),(0.017132341861724854+0j),(0.10293181985616684+0j),(0.002192117040976882+0j),(3.1776607036590576+0j),(0.29988735914230347+0j),(241.4769287109375+0j),(15889.7880859375+0j),(-1.342963695526123-6.449461460113525j),(8034.9873046875+0j),(-38.487937927246094-209.3778533935547j),(8646270+0j),(433.6880187988281-120.11729431152344j),(5793435+0j),(219.42037963867188+248.11700439453125j),(13421492+0j),0
(0.30369943380355835+0j),(0.01650301180779934+0j),(0.10103551298379898+0j),(0.0023310836404561996+0j),(3.2689638137817383+0j),(0.46606123447418213+0j),(200.60000610351562+0j),(9906.6708984375+0j),(49.353736877441406+2.558964490890503j),(295303.03125+0j),(167.08644104003906+20.946035385131836j),(236800.75+0j),(236.44668579101562+16.114572525024414j),(118494.09375+0j),(-23.684370040893555+7.592894554138184j),(1194417.875+0j),0
(0.31750959157943726+0j),(0.016537699848413467+0j),(0.10687816143035889+0j),(0.002472653752192855+0j),(3.272610902786255+0j),(0.39427584409713745+0j),(238.63076782226562+0j),(19513.525390625+0j),(-7.399894714355469-0.46660006046295166j),(5168.57958984375+0j),(184.42503356933594+36.03446578979492j),(708098.9375+0j),(283.8539123535156-10.949666023254395j),(541585.75+0j),(85.86690521240234+3.9660794734954834j),(1057363.25+0j),0
(0.34668344259262085+0j),(0.04606340453028679+0j),(0.1290057748556137+0j),(0.007151694968342781+0j),(3.1909871101379395+0j),(2.1959598064422607+0j),(120.45384979248047+0j),(9585.33984375+0j),(17.75347900390625+70.93352508544922j),(353385.09375+0j),(174.67572021484375+13.893139839172363j),(105325.546875+0j),(127.32775115966797+2.670344114303589j),(28954.806640625+0j),(-77.8583984375-34.3150520324707j),(1546382.5+0j),0
(0.32547301054000854+0j),(0.05275455489754677+0j),(0.11776942014694214+0j),(0.0065689850598573685+0j),(3.1810460090637207+0j),(0.6067180037498474+0j),(109.69230651855469+0j),(9764.6435546875+0j),(0.826347291469574+29.11722183227539j),(5030026+0j),(188.75106811523438+14.887069702148438j),(244642.78125+0j),(176.75770568847656+7.782172203063965j),(85653.234375+0j),(28.4014949798584-40.69766616821289j),(3988206.5+0j),0
(0.4036555290222168+0j),(0.04213043302297592+0j),(0.14974425733089447+0j),(0.004882372450083494+0j),(2.920677423477173+0j),(0.28610706329345703+0j),(115.33077239990234+0j),(9223.4365234375+0j),(112.56124114990234-38.81071090698242j),(5195455+0j),(225.60015869140625+0.3006690740585327j),(411045.03125+0j),(198.8382110595703+17.940650939941406j),(250890.140625+0j),(-152.12066650390625+430.4185485839844j),(13871327+0j),0
(0.5482377409934998+0j),(0.061057113111019135+0j),(0.2022390514612198+0j),(0.009302536956965923+0j),(2.992433786392212+0j),(0.09402066469192505+0j),(119.14615631103516+0j),(2570.001708984375+0j),(36.14375686645508-6.3700408935546875j),(117982.78125+0j),(262.3032531738281-7.557186603546143j),(128981.1875+0j),(186.1146240234375+2.7233738899230957j),(36448.2265625+0j),(127.57376861572266+46.6849250793457j),(3073631+0j),0
(0.5740058422088623+0j),(0.04010457172989845+0j),(0.2108154147863388+0j),(0.006579577457159758+0j),(2.9938862323760986+0j),(0.19846084713935852+0j),(70.83846282958984+0j),(671.33544921875+0j),(-16.200225830078125-11.823958396911621j),(205771.328125+0j),(53.94657897949219+33.820438385009766j),(339269.65625+0j),(195.6884002685547-1.1106452941894531j),(240435.796875+0j),(-56.118751525878906-171.2335662841797j),(4969711+0j),0
(0.6428614854812622+0j),(0.04520799219608307+0j),(0.23078706860542297+0j),(0.006671205163002014+0j),(3.0449678897857666+0j),(0.12308114022016525+0j),(94.61538696289062+0j),(2624.867431640625+0j),(2.3478622436523438-23.72840118408203j),(77592.296875+0j),(45.639060974121094+5.14055061340332j),(136189.84375+0j),(150.2177734375+10.1001615524292j),(52920.16015625+0j),(-42.412513732910156-97.6948013305664j),(1143035.375+0j),0
(0.5508072972297668+0j),(0.04500698670744896+0j),(0.2049310952425003+0j),(0.00659363716840744+0j),(2.8886866569519043+0j),(0.08013444393873215+0j),(90.77692413330078+0j),(2500.404052734375+0j),(-114.08588409423828+31.557430267333984j),(316475.1875+0j),(97.16104125976562+2.985290765762329j),(141948.046875+0j),(127.56562805175781-7.62606954574585j),(39758.9609375+0j),(-1.2369121313095093-14.711508750915527j),(727105.5625+0j),0
(0.6096221804618835+0j),(0.04612134397029877+0j),(0.21233528852462769+0j),(0.006552017759531736+0j),(3.088521957397461+0j),(0.4980410933494568+0j),(98.69999694824219+0j),(2787.5947265625+0j),(-24.327259063720703+48.68110275268555j),(962563.4375+0j),(58.11968994140625+29.736032485961914j),(114951.59375+0j),(126.5749282836914-0.5876601338386536j),(60668.8046875+0j),(-74.85385131835938-192.49777221679688j),(4693786.5+0j),0
(0.6146364808082581+0j),(0.06271132826805115+0j),(0.22586002945899963+0j),(0.01098568644374609+0j),(3.0659384727478027+0j),(0.22413486242294312+0j),(132.93077087402344+0j),(6244.27978515625+0j),(-29.846391677856445-4.932884693145752j),(252819.96875+0j),(163.7970428466797-20.81511878967285j),(265395.6875+0j),(177.8436279296875+16.1690673828125j),(131395.609375+0j),(-88.35230255126953-80.65755462646484j),(1357586.5+0j),0
(0.6854081153869629+0j),(0.029472533613443375+0j),(0.24885287880897522+0j),(0.004577550105750561+0j),(2.9437782764434814+0j),(0.11980928480625153+0j),(96.96154022216797+0j),(1410.2523193359375+0j),(-32.108646392822266-13.007925033569336j),(86197.46875+0j),(57.8261833190918+10.823347091674805j),(102230.65625+0j),(162.595458984375-5.667043685913086j),(35229.203125+0j),(-3.4488704204559326-5.389820098876953j),(676653.125+0j),0
(0.4935009181499481+0j),(0.0632578656077385+0j),(0.17574217915534973+0j),(0.00927052553743124+0j),(3.014301061630249+0j),(0.4100465178489685+0j),(119.45384979248047+0j),(10199.263671875+0j),(17.574378967285156-21.57467269897461j),(173454.703125+0j),(113.22188568115234-40.28497314453125j),(95545.640625+0j),(130.02285766601562-5.856003284454346j),(38088.9921875+0j),(88.08189392089844-116.23182678222656j),(1559369.375+0j),0
(0.4668130874633789+0j),(0.07525105774402618+0j),(0.1683131903409958+0j),(0.010956107638776302+0j),(3.09912109375+0j),(1.0244065523147583+0j),(188.53846740722656+0j),(18920.970703125+0j),(-78.87350463867188+70.56378173828125j),(1078683.25+0j),(158.4711456298828-28.280010223388672j),(372820+0j),(221.3134765625+21.26749610900879j),(151333.09375+0j),(75.80674743652344-54.67720031738281j),(5174100.5+0j),0
(0.4947199821472168+0j),(0.05802708491683006+0j),(0.1776261329650879+0j),(0.009151647798717022+0j),(3.0301122665405273+0j),(0.43190985918045044+0j),(124.0076904296875+0j),(3847.77685546875+0j),(-30.70973777770996+22.157085418701172j),(367323.34375+0j),(167.51937866210938+11.902568817138672j),(89170.6328125+0j),(126.56485748291016-5.71250581741333j),(24374.2265625+0j),(-50.405601501464844+28.357332229614258j),(1910677.375+0j),0
(0.5493694543838501+0j),(0.05974806845188141+0j),(0.18952126801013947+0j),(0.008144836872816086+0j),(3.029038429260254+0j),(0.4014306962490082+0j),(120.64615631103516+0j),(14088.736328125+0j),(30.4168758392334+4.2014875411987305j),(201421.359375+0j),(-84.19896697998047-0.1977551281452179j),(2474459+0j),(139.62628173828125+4.457261562347412j),(68600.3359375+0j),(5.6760406494140625-199.1951141357422j),(5119680.5+0j),0
(0.517600417137146+0j),(0.0626075267791748+0j),(0.18250389397144318+0j),(0.009522445499897003+0j),(3.115520477294922+0j),(0.37389132380485535+0j),(162.59230041503906+0j),(6065.93359375+0j),(9.994088172912598+6.48697566986084j),(19464.58984375+0j),(168.25584411621094+23.23981475830078j),(151371.125+0j),(208.76950073242188-14.047691345214844j),(61332.734375+0j),(-155.50096130371094+97.83732604980469j),(2410603.25+0j),0
(0.532291829586029+0j),(0.05350130423903465+0j),(0.18837177753448486+0j),(0.008579774759709835+0j),(3.07173490524292+0j),(0.35216256976127625+0j),(164.53846740722656+0j),(18374.771484375+0j),(-9.179241180419922+1.3281664848327637j),(237929.609375+0j),(52.22700500488281+16.599349975585938j),(131162.890625+0j),(160.58523559570312+4.399687767028809j),(48643.22265625+0j),(6.244161128997803+52.851558685302734j),(304770.375+0j),0
(0.5583174228668213+0j),(0.06315121054649353+0j),(0.18573595583438873+0j),(0.007849220186471939+0j),(3.1053972244262695+0j),(0.22712312638759613+0j),(144.54615783691406+0j),(2818.155517578125+0j),(-3.6396336555480957+20.85808563232422j),(84225.0078125+0j),(154.5646209716797+5.4957356452941895j),(64319.30859375+0j),(51.92505645751953-8.408352851867676j),(8773.2587890625+0j),(-0.538883626461029+91.2153549194336j),(1502655.375+0j),0
(0.6877589225769043+0j),(0.06467338651418686+0j),(0.2474375069141388+0j),(0.01116182841360569+0j),(3.0560591220855713+0j),(0.2871335446834564+0j),(144.7076873779297+0j),(3207.576171875+0j),(18.377004623413086+20.84613037109375j),(112898.1796875+0j),(189.9801483154297+8.462162017822266j),(127008.234375+0j),(190.20811462402344-5.150633335113525j),(38395.41015625+0j),(-4.43014669418335+56.34162902832031j),(1235064.125+0j),0
(0.7488579154014587+0j),(0.059002164751291275+0j),(0.26672089099884033+0j),(0.010847460478544235+0j),(3.0948660373687744+0j),(0.48609673976898193+0j),(154.9923095703125+0j),(5721.25390625+0j),(-12.325273513793945-10.320615768432617j),(31749.619140625+0j),(153.93922424316406-22.29853630065918j),(158527.453125+0j),(208.73977661132812+2.6311676502227783j),(58087.81640625+0j),(-12.159904479980469+65.1700210571289j),(1481389.25+0j),0
(0.6909043788909912+0j),(0.07391797006130219+0j),(0.24483919143676758+0j),(0.012299925088882446+0j),(3.063645601272583+0j),(0.30106210708618164+0j),(140.2923126220703+0j),(2393.1298828125+0j),(-3.9388694763183594+9.247672080993652j),(5587.9765625+0j),(197.9010772705078-15.804986953735352j),(117121.96875+0j),(186.37252807617188+11.621898651123047j),(31535.248046875+0j),(-453.73358154296875+261.8874816894531j),(23999936+0j),0
(0.5784062147140503+0j),(0.042438626289367676+0j),(0.20479416847229004+0j),(0.005224601365625858+0j),(2.986332654953003+0j),(0.2371985912322998+0j),(114.77692413330078+0j),(2451.41943359375+0j),(17.652864456176758-15.80800724029541j),(297200.90625+0j),(53.34531784057617-26.006940841674805j),(54265.93359375+0j),(132.8079833984375-5.524774074554443j),(32872.55859375+0j),(-8.099370956420898+37.103675842285156j),(251758.03125+0j),0
(0.5825415849685669+0j),(0.042991768568754196+0j),(0.2030959576368332+0j),(0.004211001563817263+0j),(2.9789254665374756+0j),(0.34267717599868774+0j),(111.30769348144531+0j),(12722.458984375+0j),(69.01747131347656+3.381659984588623j),(663936.0625+0j),(36.30512619018555-14.496574401855469j),(72499.875+0j),(90.52471923828125-5.639115810394287j),(54873.56640625+0j),(3.8754446506500244-8.762541770935059j),(93919.9765625+0j),0
(0.5916759967803955+0j),(0.04020659998059273+0j),(0.21582598984241486+0j),(0.00403579929843545+0j),(2.980219602584839+0j),(0.3455159664154053+0j),(116.984619140625+0j),(10196.6611328125+0j),(100.87337493896484+24.72304916381836j),(3546946.25+0j),(52.67704391479492-3.490739345550537j),(55336.53125+0j),(112.77738952636719-12.727666854858398j),(26746.4453125+0j),(11.783616065979004-36.7518424987793j),(159076.375+0j),0
(0.656239926815033+0j),(0.033045247197151184+0j),(0.23014916479587555+0j),(0.002328880364075303+0j),(3.0876410007476807+0j),(0.24630261957645416+0j),(114.8923110961914+0j),(2904.234619140625+0j),(-317.9646911621094+98.19590759277344j),(12793519+0j),(12.364672660827637+3.295332670211792j),(30201.087890625+0j),(98.38057708740234+4.0318074226379395j),(22982.091796875+0j),(3.2765586376190186-4.4273362159729j),(340107.8125+0j),0
(0.5599510669708252+0j),(0.05135762318968773+0j),(0.19853465259075165+0j),(0.0059071918949484825+0j),(3.1348795890808105+0j),(0.5743299722671509+0j),(133.27691650390625+0j),(3382.47705078125+0j),(-6.972912311553955+23.84385108947754j),(76140.1328125+0j),(99.20484924316406+16.09788703918457j),(300630.03125+0j),(188.15223693847656+10.765029907226562j),(166418.65625+0j),(1.4925825595855713-10.408577919006348j),(590769.375+0j),0
(0.5588064193725586+0j),(0.046884793788194656+0j),(0.19243124127388+0j),(0.004796715918928385+0j),(3.090571641921997+0j),(0.31178849935531616+0j),(150.76922607421875+0j),(9941.4853515625+0j),(-15.402058601379395-14.011913299560547j),(162125.953125+0j),(139.41990661621094+30.22812271118164j),(271971.5625+0j),(190.924072265625-33.15705871582031j),(109830.1171875+0j),(47.78059005737305+82.94717407226562j),(726326.75+0j),0
(0.5380183458328247+0j),(0.04178434610366821+0j),(0.1890784353017807+0j),(0.004631757270544767+0j),(3.051560163497925+0j),(0.31779563426971436+0j),(153.07691955566406+0j),(20634.1484375+0j),(-64.98859405517578+44.372764587402344j),(1824212.125+0j),(17.31060218811035+23.469661712646484j),(177871.765625+0j),(105.83297729492188+13.785368919372559j),(131024.4765625+0j),(-33.818172454833984-9.091682434082031j),(131241.9375+0j),0
(0.5470088124275208+0j),(0.04458881914615631+0j),(0.18553242087364197+0j),(0.004091927781701088+0j),(3.1274585723876953+0j),(0.37762728333473206+0j),(126.79230499267578+0j),(4390.2568359375+0j),(42.22420120239258-64.99360656738281j),(307772.4375+0j),(5.583037853240967-15.724312782287598j),(14603.7626953125+0j),(49.81927490234375-7.069880962371826j),(12416.775390625+0j),(-3.9910225868225098+3.991419792175293j),(87037.1875+0j),0
(0.5857555866241455+0j),(0.03914793208241463+0j),(0.20192305743694305+0j),(0.005363614298403263+0j),(3.14421010017395+0j),(0.31046366691589355+0j),(128.89999389648438+0j),(3123.736083984375+0j),(-10.716471672058105-4.202042102813721j),(94563.390625+0j),(40.475494384765625+10.878928184509277j),(28728.517578125+0j),(80.9944839477539-2.6438229084014893j),(12909.462890625+0j),(-9.873779296875+9.07892894744873j),(128228.9375+0j),0
(0.6699040532112122+0j),(0.04235204681754112+0j),(0.2287691980600357+0j),(0.005151416175067425+0j),(3.1812925338745117+0j),(0.2456158697605133+0j),(144.54615783691406+0j),(1744.217041015625+0j),(-6.769460678100586+5.917934894561768j),(16633.87109375+0j),(63.08668518066406+30.424007415771484j),(110211.09375+0j),(193.4519805908203+18.37421226501465j),(70896.59375+0j),(-29.916746139526367-47.35759353637695j),(556848.6875+0j),0
(0.6221961379051208+0j),(0.06877584010362625+0j),(0.2189049869775772+0j),(0.008250814862549305+0j),(3.094839572906494+0j),(0.24062184989452362+0j),(147.14614868164062+0j),(10153.4326171875+0j),(56.22270202636719-75.53142547607422j),(1339744.875+0j),(9.288671493530273-21.80023193359375j),(292634.5+0j),(164.44500732421875-7.5803046226501465j),(62398.3828125+0j),(-10.304949760437012+9.684074401855469j),(1187764+0j),0
(0.5062842965126038+0j),(0.0491967648267746+0j),(0.1818309873342514+0j),(0.005949596408754587+0j),(2.996872663497925+0j),(0.33813178539276123+0j),(145.03076171875+0j),(19544.96875+0j),(28.6391658782959+24.39902114868164j),(306976.21875+0j),(194.17855834960938+8.531198501586914j),(347988.15625+0j),(214.75294494628906+16.20821189880371j),(199386+0j),(141.3410186767578-102.09281921386719j),(2325179+0j),0
(0.497789591550827+0j),(0.04453014209866524+0j),(0.1662978231906891+0j),(0.006368312519043684+0j),(3.2346088886260986+0j),(0.4089539349079132+0j),(140.2153778076172+0j),(14239.2763671875+0j),(-69.35578155517578-4.394322872161865j),(413159.375+0j),(52.288936614990234-1.6421369314193726j),(92179.3984375+0j),(136.38575744628906+3.106394052505493j),(38237.8203125+0j),(-20.269023895263672-78.08323669433594j),(546252.1875+0j),0
(0.5090357661247253+0j),(0.05450228974223137+0j),(0.1781412810087204+0j),(0.008134586736559868+0j),(3.053589105606079+0j),(0.2563076913356781+0j),(132.2153778076172+0j),(13239.73828125+0j),(20.16674041748047-82.6153793334961j),(1266415.625+0j),(96.3743896484375+13.805974960327148j),(126386.2734375+0j),(177.82455444335938+23.22142219543457j),(51997.359375+0j),(97.86354064941406-34.4537467956543j),(853673.1875+0j),0
(0.702117919921875+0j),(0.04222630709409714+0j),(0.24644151329994202+0j),(0.007159963715821505+0j),(3.101409673690796+0j),(0.34563204646110535+0j),(167.26922607421875+0j),(12645.9970703125+0j),(-2.1212809085845947+1.7270481586456299j),(13218.08984375+0j),(159.24847412109375-40.424468994140625j),(116221.0390625+0j),(181.34414672851562-9.161774635314941j),(41449.046875+0j),(56.823570251464844+35.32094192504883j),(1503104.75+0j),0
(0.5967456698417664+0j),(0.0304124616086483+0j),(0.20667724311351776+0j),(0.004458347801119089+0j),(3.12022066116333+0j),(0.24167563021183014+0j),(149.44615173339844+0j),(14057.1552734375+0j),(-23.165006637573242-0.14664122462272644j),(19082.4921875+0j),(191.98399353027344+5.949407577514648j),(108843.4140625+0j),(173.5631866455078-4.207467555999756j),(28405.07421875+0j),(40.27442932128906+91.50984191894531j),(915308.3125+0j),0
(0.6046510934829712+0j),(0.040558356791734695+0j),(0.20109352469444275+0j),(0.006819175556302071+0j),(3.336663246154785+0j),(0.32885512709617615+0j),(238.74615478515625+0j),(33554.05078125+0j),(0.6027114987373352+3.7062876224517822j),(5201.451171875+0j),(210.7631072998047-71.60649871826172j),(419548.46875+0j),(233.2347412109375+10.27321720123291j),(279602.3125+0j),(-167.31863403320312+101.7215347290039j),(3570538.75+0j),0
(0.695239245891571+0j),(0.03499019518494606+0j),(0.2309909164905548+0j),(0.0061034830287098885+0j),(3.2216365337371826+0j),(0.25148898363113403+0j),(170.73077392578125+0j),(3557.50439453125+0j),(0.09061969816684723-3.0523016452789307j),(3051.74755859375+0j),(94.66679382324219+43.16670608520508j),(200423.203125+0j),(228.0064697265625-2.0473742485046387j),(139336.125+0j),(120.97640991210938+132.4193115234375j),(1708520.875+0j),0
(0.5741164088249207+0j),(0.03497612476348877+0j),(0.1992466151714325+0j),(0.005935615859925747+0j),(3.1290435791015625+0j),(0.23436018824577332+0j),(134.8076934814453+0j),(4757.55517578125+0j),(-0.52712482213974+14.208255767822266j),(13575.26171875+0j),(178.9698486328125-0.4367183446884155j),(228978.4375+0j),(245.32180786132812+12.475942611694336j),(126740.109375+0j),(-198.58570861816406+12.176825523376465j),(3749003+0j),0
(0.7111536860466003+0j),(0.027051353827118874+0j),(0.2476116418838501+0j),(0.004781830590218306+0j),(3.044013261795044+0j),(0.13749004900455475+0j),(157.58460998535156+0j),(7143.53515625+0j),(7.6698102951049805-2.340106964111328j),(13419.0322265625+0j),(65.1145248413086+14.74506664276123j),(101624.859375+0j),(135.60858154296875+1.0836552381515503j),(25235.431640625+0j),(-28.491220474243164-147.15774536132812j),(2753322.75+0j),0
(0.4124448299407959+0j),(0.0802096500992775+0j),(0.1458677053451538+0j),(0.010529578663408756+0j),(3.193359136581421+0j),(0.8048483729362488+0j),(111.26923370361328+0j),(8413.3349609375+0j),(80.38062286376953+356.1670837402344j),(16444115+0j),(92.306640625+7.648701190948486j),(196525.09375+0j),(154.37855529785156-5.1361823081970215j),(136112.765625+0j),(-26.8604793548584-15.365686416625977j),(380078.53125+0j),0
(0.5479984879493713+0j),(0.05336156114935875+0j),(0.18778307735919952+0j),(0.00630914606153965+0j),(3.0136332511901855+0j),(0.20943281054496765+0j),(146.3230743408203+0j),(26635.7578125+0j),(225.8841552734375+23.873538970947266j),(5343154.5+0j),(174.0565185546875-41.76955032348633j),(583511.0625+0j),(256.11102294921875+17.46615219116211j),(399315.875+0j),(37.9147834777832+51.26535415649414j),(1522378.125+0j),0
(0.5563805103302002+0j),(0.04900583252310753+0j),(0.19560015201568604+0j),(0.005567524116486311+0j),(2.965834617614746+0j),(0.2399473488330841+0j),(89.29230499267578+0j),(2976.776123046875+0j),(533.7067260742188+162.49334716796875j),(31031912+0j),(102.88896942138672-0.17207565903663635j),(153759.171875+0j),(169.05120849609375+17.80510902404785j),(44102.640625+0j),(3.068540573120117-45.137454986572266j),(796353.375+0j),0
